ID,City,County,Latitude,Longitude,State,A04,A59,A1014,A1519,A2029,A3039,A4049,A5059,A6069,A7079,A80,F,M
234,Phillipston,Worcester,42.5486,-72.1333,MA,0.05,0.04,0.06,0.07,0.12,0.1,0.13,0.18,0.17,0.05,0.03,0.5,0.5
235,Pittsfield,Berkshire,42.445,-73.2528,MA,0.05,0.04,0.05,0.05,0.12,0.13,0.13,0.15,0.14,0.08,0.06,0.53,0.47
236,Plainfield,Hampshire,42.5153,-72.9167,MA,0.05,0.02,0.03,0.05,0.08,0.08,0.16,0.14,0.22,0.12,0.05,0.47,0.53
237,Plainville,Norfolk,42.0042,-71.3333,MA,0.06,0.04,0.08,0.06,0.11,0.13,0.16,0.15,0.1,0.08,0.03,0.51,0.49
238,Plymouth,Plymouth,41.9558,-70.6644,MA,0.04,0.05,0.06,0.05,0.11,0.11,0.12,0.16,0.16,0.1,0.04,0.52,0.48
239,Plympton,Plymouth,41.9559,-70.8148,MA,0.06,0.06,0.05,0.06,0.1,0.11,0.13,0.17,0.12,0.12,0.02,0.52,0.48
240,Princeton,Worcester,42.4486,-71.8778,MA,0.03,0.06,0.05,0.09,0.07,0.07,0.14,0.18,0.19,0.09,0.03,0.48,0.52
241,Provincetown,Barnstable,42.058,-70.179,MA,0.0,0.04,0.02,0.01,0.06,0.1,0.09,0.27,0.23,0.13,0.05,0.42,0.58
242,Quincy,Norfolk,42.2529,-71.0023,MA,0.04,0.05,0.03,0.04,0.16,0.17,0.12,0.12,0.13,0.08,0.06,0.52,0.48
243,Randolph,Norfolk,42.1626,-71.0413,MA,0.06,0.05,0.05,0.06,0.15,0.12,0.13,0.15,0.13,0.06,0.04,0.52,0.48
244,Raynham,Bristol,41.9486,-71.0736,MA,0.06,0.06,0.06,0.06,0.11,0.14,0.12,0.15,0.12,0.08,0.04,0.54,0.46
245,Reading,Middlesex,42.5256,-71.0958,MA,0.07,0.06,0.07,0.06,0.08,0.12,0.14,0.16,0.12,0.07,0.05,0.51,0.49
246,Rehoboth,Bristol,41.8403,-71.25,MA,0.04,0.06,0.07,0.07,0.13,0.09,0.15,0.19,0.11,0.06,0.03,0.48,0.52
247,Revere,Suffolk,42.4084,-71.012,MA,0.05,0.07,0.05,0.05,0.12,0.17,0.15,0.13,0.11,0.06,0.04,0.5,0.5
248,Richmond,Berkshire,42.3731,-73.3681,MA,0.06,0.03,0.03,0.04,0.04,0.11,0.08,0.19,0.21,0.15,0.06,0.51,0.49
249,Rochester,Plymouth,41.7317,-70.8206,MA,0.05,0.07,0.08,0.09,0.08,0.07,0.13,0.19,0.16,0.06,0.02,0.46,0.54
250,Rockland,Plymouth,42.1263,-70.9164,MA,0.06,0.07,0.05,0.06,0.13,0.13,0.14,0.14,0.12,0.07,0.03,0.52,0.48
251,Rockport,Essex,42.6556,-70.6208,MA,0.02,0.06,0.04,0.05,0.07,0.08,0.1,0.16,0.2,0.14,0.08,0.56,0.44
252,Rowe,Franklin,42.6957,-72.8985,MA,0.03,0.03,0.06,0.07,0.11,0.12,0.07,0.1,0.2,0.14,0.07,0.55,0.45
253,Rowley,Essex,42.7167,-70.8792,MA,0.03,0.06,0.05,0.09,0.09,0.12,0.11,0.19,0.14,0.08,0.04,0.54,0.46
254,Royalston,Worcester,42.6775,-72.1883,MA,0.03,0.04,0.05,0.07,0.05,0.11,0.13,0.2,0.2,0.1,0.02,0.48,0.52
255,Russell,Hampden,42.1897,-72.8591,MA,0.07,0.06,0.06,0.05,0.11,0.14,0.13,0.14,0.15,0.07,0.02,0.52,0.48
256,Rutland,Worcester,42.3694,-71.9486,MA,0.07,0.06,0.08,0.1,0.1,0.1,0.19,0.12,0.11,0.06,0.01,0.46,0.54
257,Salem,Essex,42.5214,-70.8986,MA,0.04,0.05,0.06,0.04,0.18,0.16,0.12,0.13,0.11,0.07,0.04,0.55,0.45
258,Salisbury,Essex,42.8418,-70.8604,MA,0.04,0.04,0.05,0.05,0.1,0.12,0.15,0.16,0.16,0.09,0.04,0.5,0.5
259,Sandisfield,Berkshire,42.1112,-73.1399,MA,0.05,0.05,0.06,0.06,0.06,0.08,0.16,0.15,0.16,0.09,0.08,0.48,0.52
260,Sandwich,Barnstable,41.7589,-70.4944,MA,0.03,0.06,0.07,0.05,0.1,0.09,0.1,0.18,0.17,0.1,0.05,0.51,0.49
261,Saugus,Essex,42.4647,-71.0106,MA,0.04,0.05,0.05,0.05,0.12,0.11,0.12,0.18,0.14,0.08,0.06,0.51,0.49
262,Savoy,Lanesborough,42.5667,-73.0292,MA,0.06,0.05,0.03,0.05,0.09,0.09,0.08,0.18,0.22,0.11,0.04,0.51,0.49
263,Scituate,Plymouth,42.2,-70.7724,MA,0.05,0.06,0.05,0.07,0.06,0.09,0.12,0.18,0.18,0.09,0.05,0.53,0.47
264,Seekonk,Bristol,41.8083,-71.3375,MA,0.04,0.05,0.06,0.08,0.09,0.11,0.15,0.16,0.13,0.09,0.04,0.53,0.47
265,Sharon,Norfolk,42.1236,-71.1786,MA,0.04,0.08,0.1,0.08,0.07,0.09,0.16,0.16,0.12,0.06,0.04,0.52,0.48
266,Sheffield,Lanesborough,42.1107,-73.3531,MA,0.01,0.04,0.05,0.05,0.12,0.06,0.14,0.18,0.17,0.12,0.06,0.5,0.5
267,Shelburne,Franklin,42.6003,-72.6705,MA,0.01,0.04,0.04,0.05,0.06,0.09,0.07,0.22,0.23,0.12,0.07,0.57,0.43
268,Sherborn,Middlesex,42.2391,-71.3694,MA,0.06,0.05,0.08,0.1,0.05,0.08,0.14,0.22,0.13,0.05,0.04,0.54,0.46
269,Shirley,Middlesex,42.5586,-71.6464,MA,0.01,0.05,0.02,0.05,0.16,0.11,0.15,0.19,0.16,0.05,0.05,0.48,0.52
270,Shrewsbury,Worcester,42.2966,-71.7136,MA,0.06,0.06,0.07,0.06,0.11,0.12,0.14,0.16,0.11,0.06,0.05,0.51,0.49
271,Shutesbury,Franklin,42.4521,-72.41,MA,0.03,0.06,0.05,0.06,0.08,0.12,0.13,0.16,0.23,0.06,0.02,0.53,0.47
272,Somerset,Bristol,41.7694,-71.1292,MA,0.04,0.05,0.05,0.07,0.09,0.12,0.11,0.16,0.14,0.08,0.09,0.5,0.5
273,Somerville,Middlesex,42.3875,-71.1,MA,0.04,0.04,0.05,0.04,0.27,0.24,0.1,0.07,0.08,0.05,0.02,0.53,0.47
274,South Hadley,Hampshire,42.2583,-72.575,MA,0.03,0.04,0.08,0.07,0.18,0.11,0.12,0.12,0.11,0.08,0.06,0.61,0.39
275,Southampton,Hampshire,42.2292,-72.7306,MA,0.04,0.04,0.07,0.06,0.12,0.07,0.14,0.17,0.18,0.09,0.02,0.49,0.51
276,Southborough,Worcester,42.3056,-71.525,MA,0.05,0.08,0.07,0.09,0.08,0.09,0.15,0.19,0.11,0.06,0.03,0.51,0.49
277,Southbridge,Worcester,42.075,-72.0339,MA,0.06,0.06,0.06,0.06,0.15,0.11,0.15,0.13,0.12,0.06,0.04,0.51,0.49
278,Southwick,Hampden,42.0547,-72.7708,MA,0.04,0.05,0.06,0.06,0.09,0.12,0.12,0.15,0.14,0.11,0.06,0.5,0.5
279,Spencer,Worcester,42.2439,-71.9928,MA,0.03,0.04,0.06,0.07,0.1,0.15,0.12,0.16,0.15,0.08,0.04,0.48,0.52
280,Springfield,Hampden,42.1124,-72.5475,MA,0.08,0.08,0.06,0.07,0.18,0.12,0.12,0.11,0.1,0.06,0.02,0.53,0.47
281,Sterling,Worcester,42.4375,-71.7611,MA,0.03,0.06,0.06,0.1,0.08,0.1,0.14,0.18,0.13,0.1,0.02,0.52,0.48
282,Stockbridge,Berkshire,42.2875,-73.3208,MA,0.01,0.03,0.02,0.04,0.07,0.08,0.05,0.2,0.28,0.13,0.09,0.57,0.43
283,Stoneham,Middlesex,42.48,-71.1002,MA,0.04,0.05,0.04,0.04,0.12,0.14,0.14,0.14,0.14,0.08,0.07,0.5,0.5
284,Stoughton,Norfolk,42.125,-71.1028,MA,0.05,0.04,0.06,0.06,0.1,0.13,0.12,0.17,0.14,0.08,0.05,0.53,0.47
285,Stow,Middlesex,42.4369,-71.5061,MA,0.05,0.1,0.07,0.07,0.08,0.11,0.13,0.18,0.09,0.07,0.05,0.52,0.48
286,Sturbridge,Worcester,42.0981,-72.0639,MA,0.06,0.07,0.08,0.06,0.08,0.12,0.15,0.14,0.11,0.1,0.03,0.55,0.45
287,Sudbury,Middlesex,42.3825,-71.4125,MA,0.07,0.07,0.06,0.09,0.06,0.08,0.15,0.19,0.12,0.07,0.04,0.49,0.51
288,Sunderland,Franklin,42.4667,-72.5792,MA,0.05,0.02,0.04,0.04,0.3,0.12,0.09,0.12,0.13,0.06,0.03,0.52,0.48
289,Sutton,Worcester,42.15,-71.7633,MA,0.04,0.05,0.06,0.09,0.1,0.09,0.15,0.18,0.14,0.06,0.04,0.48,0.52
290,Swampscott,Essex,42.4708,-70.9181,MA,0.06,0.05,0.07,0.05,0.1,0.1,0.15,0.16,0.14,0.06,0.06,0.54,0.46
291,Swansea,Bristol,41.7482,-71.1896,MA,0.04,0.05,0.05,0.06,0.1,0.13,0.14,0.15,0.16,0.07,0.05,0.49,0.51
292,Taunton,Bristol,41.9017,-71.0927,MA,0.05,0.07,0.07,0.06,0.12,0.14,0.12,0.14,0.12,0.07,0.04,0.52,0.48
293,Templeton,Worcester,42.5561,-72.0676,MA,0.05,0.04,0.06,0.07,0.13,0.12,0.13,0.16,0.12,0.08,0.04,0.51,0.49
294,Tewksbury,Middlesex,42.6106,-71.2347,MA,0.04,0.05,0.07,0.07,0.11,0.11,0.14,0.15,0.15,0.06,0.05,0.52,0.48
295,Tisbury,Dukes,41.4535,-70.6033,MA,0.01,0.04,0.05,0.1,0.1,0.11,0.13,0.14,0.16,0.11,0.05,0.46,0.54
296,Tolland,Hampden,42.0813,-73.0115,MA,0.01,0.03,0.04,0.05,0.08,0.08,0.09,0.21,0.26,0.12,0.03,0.49,0.51
297,Topsfield,Essex,42.6375,-70.95,MA,0.07,0.06,0.07,0.08,0.05,0.09,0.14,0.15,0.12,0.09,0.08,0.52,0.48
298,Townsend,Middlesex,42.6669,-71.7058,MA,0.06,0.06,0.06,0.06,0.12,0.12,0.12,0.18,0.14,0.05,0.03,0.5,0.5
299,Truro,Barnstable,41.9991,-70.0537,MA,0.02,0.04,0.02,0.03,0.03,0.04,0.18,0.09,0.33,0.15,0.07,0.46,0.54
300,Tyngsborough,Middlesex,42.6717,-71.4169,MA,0.05,0.03,0.08,0.06,0.13,0.11,0.15,0.19,0.13,0.05,0.02,0.5,0.5
301,Tyringham,Berkshire,42.2458,-73.2042,MA,0.04,0.04,0.03,0.04,0.11,0.05,0.09,0.16,0.23,0.13,0.08,0.55,0.45
302,Upton,Worcester,42.1744,-71.6028,MA,0.04,0.07,0.06,0.08,0.09,0.12,0.14,0.19,0.13,0.06,0.02,0.5,0.5
303,Uxbridge,Worcester,42.0772,-71.63,MA,0.06,0.07,0.05,0.07,0.11,0.12,0.13,0.19,0.09,0.06,0.05,0.49,0.51
304,Wakefield,Middlesex,42.5064,-71.0733,MA,0.05,0.06,0.06,0.05,0.11,0.13,0.13,0.15,0.14,0.07,0.05,0.52,0.48
305,Wales,Hampden,42.0694,-72.2228,MA,0.07,0.06,0.07,0.07,0.12,0.11,0.12,0.16,0.14,0.05,0.03,0.51,0.49
306,Walpole,Norfolk,42.1417,-71.25,MA,0.07,0.06,0.07,0.08,0.08,0.13,0.15,0.15,0.09,0.08,0.04,0.49,0.51
307,Waltham,Middlesex,42.3806,-71.235,MA,0.05,0.03,0.06,0.04,0.21,0.18,0.12,0.11,0.1,0.06,0.04,0.51,0.49
308,Ware,Hampshire,42.2597,-72.2403,MA,0.06,0.05,0.04,0.05,0.1,0.14,0.12,0.14,0.15,0.09,0.06,0.51,0.49
309,Wareham,Plymouth,41.7625,-70.7222,MA,0.03,0.05,0.05,0.06,0.11,0.11,0.1,0.19,0.16,0.09,0.05,0.52,0.48
310,Warren,Worcester,42.2125,-72.1917,MA,0.06,0.07,0.07,0.05,0.1,0.18,0.14,0.13,0.1,0.04,0.06,0.56,0.44
311,Warwick,Franklin,42.6819,-72.3394,MA,0.04,0.05,0.04,0.05,0.09,0.06,0.11,0.22,0.23,0.08,0.03,0.5,0.5
312,Washington,Berkshire,42.3667,-73.1167,MA,0.02,0.05,0.05,0.02,0.04,0.08,0.11,0.19,0.27,0.13,0.04,0.47,0.53
313,Watertown,Middlesex,42.3674,-71.1875,MA,0.07,0.04,0.02,0.04,0.15,0.21,0.11,0.12,0.13,0.06,0.05,0.53,0.47
314,Wayland,Middlesex,42.3625,-71.3619,MA,0.05,0.09,0.07,0.07,0.06,0.11,0.13,0.17,0.11,0.09,0.05,0.5,0.5
315,Webster,Worcester,42.05,-71.8806,MA,0.05,0.06,0.05,0.06,0.12,0.12,0.11,0.18,0.12,0.08,0.05,0.54,0.46
316,Wellesley,Norfolk,42.2964,-71.2931,MA,0.04,0.07,0.12,0.11,0.12,0.07,0.13,0.13,0.1,0.07,0.04,0.57,0.43
317,Wellfleet,Barnstable,41.9375,-70.0333,MA,0.01,0.04,0.03,0.06,0.11,0.06,0.06,0.18,0.2,0.16,0.09,0.56,0.44
318,Wendell,Franklin,42.5481,-72.3972,MA,0.03,0.07,0.04,0.06,0.04,0.12,0.15,0.14,0.24,0.1,0.01,0.49,0.51
319,Wenham,Essex,42.6042,-70.8868,MA,0.04,0.03,0.14,0.11,0.2,0.07,0.09,0.12,0.09,0.05,0.06,0.57,0.43
320,West Boylston,Worcester,42.3667,-71.7861,MA,0.03,0.04,0.03,0.04,0.15,0.16,0.15,0.13,0.13,0.09,0.05,0.41,0.59
321,West Bridgewater,Plymouth,42.0189,-71.0083,MA,0.06,0.05,0.07,0.06,0.11,0.11,0.15,0.13,0.14,0.08,0.04,0.51,0.49
322,West Brookfield,Worcester,42.2353,-72.1417,MA,0.04,0.05,0.06,0.04,0.1,0.13,0.12,0.17,0.11,0.1,0.08,0.51,0.49
323,West Newbury,Essex,42.8014,-70.9903,MA,0.03,0.06,0.05,0.1,0.07,0.09,0.1,0.19,0.2,0.08,0.03,0.48,0.52
324,West Springfield,Hampden,42.1069,-72.6208,MA,0.05,0.05,0.06,0.06,0.13,0.13,0.13,0.16,0.11,0.07,0.05,0.51,0.49
325,West Stockbridge,Berkshire,42.3458,-73.3667,MA,0.03,0.06,0.04,0.05,0.08,0.06,0.14,0.19,0.19,0.12,0.04,0.49,0.51
326,West Tisbury,Dukes,41.3811,-70.675,MA,0.01,0.03,0.04,0.09,0.03,0.08,0.1,0.19,0.21,0.18,0.04,0.58,0.42
327,Westborough,Worcester,42.2694,-71.6167,MA,0.06,0.07,0.07,0.07,0.09,0.15,0.15,0.15,0.09,0.05,0.05,0.5,0.5
328,Westfield,Hampden,42.125,-72.75,MA,0.03,0.06,0.06,0.1,0.17,0.1,0.11,0.14,0.12,0.07,0.04,0.52,0.48
329,Westford,Middlesex,42.5811,-71.4396,MA,0.06,0.05,0.08,0.1,0.07,0.09,0.18,0.18,0.1,0.06,0.03,0.51,0.49
330,Westhampton,Hampshire,42.3028,-72.775,MA,0.03,0.06,0.09,0.02,0.12,0.09,0.11,0.21,0.16,0.08,0.03,0.51,0.49
331,Westminster,Worcester,42.5458,-71.9111,MA,0.03,0.06,0.06,0.06,0.1,0.12,0.11,0.16,0.2,0.08,0.02,0.5,0.5
332,Weston,Middlesex,42.3667,-71.3031,MA,0.05,0.07,0.07,0.1,0.09,0.05,0.13,0.17,0.11,0.08,0.08,0.52,0.48
333,Westport,Bristol,41.6389,-71.05,MA,0.03,0.05,0.05,0.06,0.09,0.09,0.14,0.17,0.15,0.11,0.06,0.5,0.5
334,Westwood,Norfolk,42.2139,-71.225,MA,0.06,0.07,0.07,0.07,0.09,0.07,0.15,0.18,0.1,0.07,0.07,0.52,0.48
335,Weymouth,Norfolk,42.2208,-70.9403,MA,0.05,0.05,0.06,0.05,0.13,0.13,0.13,0.14,0.14,0.08,0.04,0.53,0.47
336,Whately,Franklin,42.4448,-72.6258,MA,0.04,0.05,0.07,0.05,0.08,0.13,0.12,0.15,0.19,0.09,0.03,0.48,0.52
337,Whitman,Plymouth,42.0806,-70.9361,MA,0.07,0.05,0.06,0.08,0.14,0.12,0.14,0.15,0.09,0.07,0.03,0.51,0.49
338,Wilbraham,Hampden,42.1236,-72.4319,MA,0.05,0.04,0.06,0.08,0.09,0.12,0.11,0.16,0.14,0.09,0.06,0.54,0.46
339,Williamsburg,Hampshire,42.3927,-72.7303,MA,0.01,0.05,0.04,0.05,0.1,0.12,0.12,0.18,0.21,0.07,0.05,0.52,0.48
340,Williamstown,Berkshire,42.7119,-73.2042,MA,0.03,0.03,0.09,0.13,0.22,0.07,0.07,0.1,0.13,0.08,0.05,0.55,0.45
341,Wilmington,Middlesex,42.55,-71.1667,MA,0.06,0.05,0.06,0.06,0.12,0.12,0.13,0.17,0.12,0.06,0.05,0.51,0.49
342,Winchendon,Worcester,42.6871,-72.044,MA,0.06,0.07,0.06,0.07,0.15,0.12,0.1,0.17,0.11,0.05,0.04,0.48,0.52
343,Winchester,Middlesex,42.4522,-71.1375,MA,0.06,0.1,0.07,0.08,0.06,0.09,0.16,0.16,0.1,0.06,0.06,0.51,0.49
344,Windsor,Berkshire,42.5114,-73.0578,MA,0.02,0.04,0.04,0.06,0.1,0.06,0.15,0.19,0.26,0.06,0.02,0.49,0.51
345,Winthrop,Suffolk,42.375,-70.9833,MA,0.04,0.05,0.06,0.05,0.11,0.15,0.12,0.15,0.15,0.08,0.04,0.53,0.47
346,Woburn,Middlesex,42.4791,-71.1518,MA,0.06,0.05,0.05,0.05,0.12,0.16,0.12,0.14,0.13,0.07,0.05,0.49,0.51
347,Worcester,Worcester,42.2667,-71.8,MA,0.06,0.05,0.07,0.07,0.18,0.14,0.12,0.12,0.1,0.05,0.04,0.51,0.49
348,Worthington,Hampshire,42.3972,-72.9361,MA,0.02,0.05,0.06,0.06,0.1,0.09,0.13,0.14,0.21,0.1,0.04,0.54,0.46
349,Wrentham,Norfolk,42.0639,-71.3315,MA,0.07,0.06,0.07,0.07,0.09,0.11,0.12,0.19,0.13,0.05,0.04,0.48,0.52
350,Yarmouth,Barnstable,41.7055,-70.2286,MA,0.02,0.06,0.02,0.06,0.11,0.1,0.08,0.14,0.16,0.14,0.11,0.55,0.45
